
Song:
	samples = 2838528
	channels = 2
	totalsamples = 5677056
	samples per point = 3032
	meterScale = 200
	tolerance = 1
	quantize bpm = 243 thru 480

Points:1873

	idx       time                val                 startsample         endsample           delta               actualbpm           bpm                 
	--------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- 
	499           17.2                 0.2            1512968             1515999                                                                         
	500           17.2                 0.1            1516000             1519031                                                                         
	501           17.2                 0.2            1519032             1522063                                                                         
	502           17.3                 0.1            1522064             1525095                                                                         
	503           17.3                 0.1            1525096             1528127                                                                         
	504           17.3                 0.0            1528128             1531159                                                                         
	505           17.4                 0.1            1531160             1534191                                                                         
	506           17.4                 0.0            1534192             1537223                                                                         
	507           17.4                 0.1            1537224             1540255                                                                         
	508           17.5                 0.0            1540256             1543287                                                                         
	509           17.5                 0.0            1543288             1546319                                                                         
	510           18.5                 0.1            1546320             1549351                                                                         
	511           18.6                 0.0            1549352             1552383                                                                         
	512           18.6                 0.1            1552384             1555415                                                                         
	513           18.6                 0.0            1555416             1558447                                                                         
	514           18.7                 0.1            1558448             1561479                                                                         
	515           18.7                 0.0            1561480             1564511                                                                         
	516           18.7                 0.2            1564512             1567543                                                                         
	517           18.8                 0.0            1567544             1570575                                                                         
	518           18.8                 0.0            1570576             1573607                                                                         
	519           18.8                 0.0            1573608             1576639                                                                         
	520           18.9                 0.0            1576640             1579671                                                                         
	521           18.9                 0.1            1579672             1582703                                                                         
	522           18.9                 0.1            1582704             1585735                                                                         
	523           181.0                0.1            1585736             1588767                                                                         
	524           18.0                 0.0            1588768             1591799                                                                         
	525           18.0                 0.0            1591800             1594831                                                                         
	526           18.1                 0.0            1594832             1597863                                                                         
	527           18.1                 0.0            1597864             1600895                                                                         
	528           18.2                 0.0            1600896             1603927                                                                         
	529           18.2                 0.0            1603928             1606959                                                                         
	530           18.2                 0.0            1606960             1609991                                                                         
	531           18.3                 0.0            1609992             1613023                                                                         
	532           18.3                 0.0            1613024             1616055                                                                         
	533           18.3                 0.0            1616056             1619087                                                                         
	534           18.4                 0.0            1619088             1622119                                                                         
	535           18.4                 0.0            1622120             1625151                                                                         
	536           18.4                 0.0            1625152             1628183                                                                         
	537           18.5                 0.0            1628184             1631215                                                                         
	538           18.5                 0.0            1631216             1634247                                                                         
	539           19.5                 0.0            1634248             1637279                                                                         
	540           19.6                 0.0            1637280             1640311                                                                         
	541           19.6                 0.0            1640312             1643343                                                                         
	542           19.6                 0.0            1643344             1646375                                                                         
	543           19.7                 0.0            1646376             1649407                                                                         
	544           19.7                 0.2            1649408             1652439                                                                         
	545           19.7                 0.1            1652440             1655471                                                                         
	546           19.8                 0.2            1655472             1658503                                                                         
	547           19.8                 0.4            1658504             1661535                                                                         
	548           19.8                 1.8            1661536             1664567                                                                         
	549           19.9                 1.9            1664568             1667599                                                                         
	550           19.9                 0.2            1667600             1670631                                                                         
	551           19.9                 0.2            1670632             1673663                                                                         
	552           191.0                0.5            1673664             1676695                                                                         
	553           19.0                 0.3            1676696             1679727                                                                         
	554           19.0                 1.8            1679728             1682759                                                                         
	555           19.1                 0.2            1682760             1685791                                                                         
	556           19.1                 0.5            1685792             1688823                                                                         
	557           19.1                 1.9            1688824             1691855                                                                         
	558           19.2                 2.1            1691856             1694887                                                                         
	559           19.2                 2.5            1694888             1697919                                                                         
	560           19.3                 0.4            1697920             1700951                                                                         
	561           19.3                 1.7            1700952             1703983                                                                         
	562           19.3                 2.9            1703984             1707015                                                                         
	563           19.4                 5.0            1707016             1710047                                                                         
	564           19.4                 11.0           1710048             1713079                                                                         
	565           19.4                 1.8            1713080             1716111                                                                         
	566           19.5                 4.2            1716112             1719143                                                                         
	567           19.5                 3.6            1719144             1722175                                                                         
	568           20.5                 4.9            1722176             1725207                                                                         
	569           20.6                 6.6            1725208             1728239                                                                         
	570           20.6                 5.3            1728240             1731271                                                                         
	571           20.6                 3.9            1731272             1734303                                                                         
	572           20.7                 0.4            1734304             1737335                                                                         
	573           20.7                 2.4            1737336             1740367                                                                         
	574           20.7                 5.6            1740368             1743399                                                                         
	575           20.8                 6.5            1743400             1746431                                                                         
	576           20.8                 4.1            1746432             1749463                                                                         
	577           20.8                 2.9            1749464             1752495                                                                         
	578           20.9                 1.9            1752496             1755527                                                                         
	579           20.9                 2.4            1755528             1758559                                                                         
	580           20.9                 5.6            1758560             1761591                                                                         
	581           201.0                4.8            1761592             1764623                                                                         
	582           20.0                 3.8            1764624             1767655                                                                         
	583           20.0                 0.3            1767656             1770687                                                                         
	584           20.1                 1.2            1770688             1773719                                                                         
	585           20.1                 3.4            1773720             1776751                                                                         
	586           20.1                 3.3            1776752             1779783                                                                         
	587           20.2                 4.9            1779784             1782815                                                                         
	588           20.2                 1.7            1782816             1785847                                                                         
	589           20.2                 3.1            1785848             1788879                                                                         
	590           20.3                 3.2            1788880             1791911                                                                         
	591           20.3                 4.1            1791912             1794943                                                                         
	592           20.4                 3.4            1794944             1797975                                                                         
	593           20.4                 5.8            1797976             1801007                                                                         
	594           20.4                 4.9            1801008             1804039                                                                         
	595           20.5                 2.8            1804040             1807071                                                                         
	596           20.5                 1.1            1807072             1810103                                                                         
	597           21.5                 3.2            1810104             1813135                                                                         
	598           21.6                 5.4            1813136             1816167                                                                         
	599           21.6                 5.7            1816168             1819199                                                                         
	600           21.6                 3.3            1819200             1822231                                                                         
	601           21.7                 0.4            1822232             1825263                                                                         
	602           21.7                 2.7            1825264             1828295                                                                         
	603           21.7                 4.5            1828296             1831327                                                                         
	604           21.8                 5.0            1831328             1834359                                                                         
	605           21.8                 4.4            1834360             1837391                                                                         
	606           21.8                 2.8            1837392             1840423                                                                         
	607           21.9                 0.1            1840424             1843455                                                                         
	608           21.9                 3.6            1843456             1846487                                                                         
	609           21.9                 4.6            1846488             1849519                                                                         
	610           211.0                4.3            1849520             1852551                                                                         
	611           21.0                 3.9            1852552             1855583                                                                         
	612           21.0                 1.3            1855584             1858615                                                                         
	613           21.1                 1.3            1858616             1861647                                                                         
	614           21.1                 3.0            1861648             1864679                                                                         
	615           21.1                 3.4            1864680             1867711                                                                         
	616           21.2                 3.5            1867712             1870743                                                                         
	617           21.2                 2.6            1870744             1873775                                                                         
	618           21.2                 0.1            1873776             1876807                                                                         
	619           21.3                 1.2            1876808             1879839                                                                         
	620           21.3                 2.3            1879840             1882871                                                                         
	621           21.3                 2.1            1882872             1885903                                                                         
	622           21.4                 2.7            1885904             1888935                                                                         
	623           21.4                 1.6            1888936             1891967                                                                         
	624           21.5                 0.3            1891968             1894999                                                                         
	625           21.5                 1.3            1895000             1898031                                                                         
	626           22.5                 2.5            1898032             1901063                                                                         
	627           22.6                 1.4            1901064             1904095                                                                         
	628           22.6                 1.8            1904096             1907127                                                                         
	629           22.6                 0.1            1907128             1910159                                                                         
	630           22.7                 1.6            1910160             1913191                                                                         
	631           22.7                 1.9            1913192             1916223                                                                         
	632           22.7                 2.8            1916224             1919255                                                                         
	633           22.8                 5.3            1919256             1922287                                                                         
	634           22.8                 1.6            1922288             1925319                                                                         
	635           22.8                 1.5            1925320             1928351                                                                         
	636           22.9                 2.4            1928352             1931383                                                                         
	637           22.9                 1.3            1931384             1934415                                                                         
	638           22.9                 1.6            1934416             1937447                                                                         
	639           221.0                3.7            1937448             1940479                                                                         
	640           22.0                 2.8            1940480             1943511                                                                         
	641           22.0                 11.0           1943512             1946543                                                                         
	642           22.1                 31.0           1946544             1949575                                                                         
	643           22.1                 2.7            1949576             1952607                                                                         
	644           22.1                 1.3            1952608             1955639                                                                         
	645           22.2                 3.7            1955640             1958671                                                                         
	646           22.2                 1.0            1958672             1961703                                                                         
	647           22.2                 2.5            1961704             1964735                                                                         
	648           22.3                 2.8            1964736             1967767                                                                         
	649           22.3                 0.4            1967768             1970799                                                                         
	650           22.3                 2.6            1970800             1973831                                                                         
	651           22.4                 3.5            1973832             1976863                                                                         
	652           22.4                 1.6            1976864             1979895                                                                         
	653           22.4                 2.9            1979896             1982927                                                                         
	654           22.5                 2.1            1982928             1985959                                                                         
	655           23.5                 0.0            1985960             1988991                                                                         
	656           23.6                 2.6            1988992             1992023                                                                         
	657           23.6                 0.3            1992024             1995055                                                                         
	658           23.6                 2.9            1995056             1998087                                                                         
	659           23.7                 5.2            1998088             2001119                                                                         
	660           23.7                 1.4            2001120             2004151                                                                         
	661           23.7                 3.0            2004152             2007183                                                                         
	662           23.8                 7.7            2007184             2010215                                                                         
	663           23.8                 3.1            2010216             2013247                                                                         
	664           23.8                 1.9            2013248             2016279                                                                         
	665           23.9                 3.6            2016280             2019311                                                                         
	666           23.9                 2.8            2019312             2022343                                                                         
	667           23.9                 1.4            2022344             2025375                                                                         
	668           231.0                3.8            2025376             2028407                                                                         
	669           231.0                2.6            2028408             2031439                                                                         
	670           23.0                 2.6            2031440             2034471                                                                         
	671           23.1                 2.4            2034472             2037503                                                                         
	672           23.1                 1.2            2037504             2040535                                                                         
	673           23.1                 2.8            2040536             2043567                                                                         
	674           23.2                 2.1            2043568             2046599                                                                         
	675           23.2                 3.6            2046600             2049631                                                                         
	676           23.2                 3.5            2049632             2052663                                                                         
	677           23.3                 3.9            2052664             2055695                                                                         
	678           23.3                 11.0           2055696             2058727                                                                         
	679           23.3                 1.2            2058728             2061759                                                                         
	680           23.4                 0.1            2061760             2064791                                                                         
	681           23.4                 2.0            2064792             2067823                                                                         
	682           23.4                 0.3            2067824             2070855                                                                         
	683           23.5                 2.8            2070856             2073887                                                                         
	684           24.5                 1.3            2073888             2076919                                                                         
	685           24.5                 1.9            2076920             2079951                                                                         
	686           24.6                 3.6            2079952             2082983                                                                         
	687           24.6                 21.0           2082984             2086015                                                                         
	688           24.7                 1.9            2086016             2089047                                                                         
	689           24.7                 3.6            2089048             2092079                                                                         
	690           24.7                 2.5            2092080             2095111                                                                         
	691           24.8                 1.1            2095112             2098143                                                                         
	692           24.8                 3.6            2098144             2101175                                                                         
	693           24.8                 1.3            2101176             2104207                                                                         
	694           24.9                 1.3            2104208             2107239                                                                         
	695           24.9                 2.3            2107240             2110271                                                                         
	696           24.9                 1.9            2110272             2113303                                                                         
	697           241.0                1.3            2113304             2116335                                                                         
	698           241.0                21.0           2116336             2119367                                                                         
	699           24.0                 0.4            2119368             2122399                                                                         
	700           24.1                 1.5            2122400             2125431                                                                         
	701           24.1                 1.9            2125432             2128463                                                                         
	702           24.1                 4.1            2128464             2131495                                                                         
	703           24.2                 5.2            2131496             2134527                                                                         
	704           24.2                 0.3            2134528             2137559                                                                         
	705           24.2                 6.8            2137560             2140591                                                                         
	706           24.3                 21.0           2140592             2143623                                                                         
	707           24.3                 0.1            2143624             2146655                                                                         
	708           24.3                 0.1            2146656             2149687                                                                         
	709           24.4                 0.1            2149688             2152719                                                                         
	710           24.4                 0.3            2152720             2155751                                                                         
	711           24.4                 0.1            2155752             2158783                                                                         
	712           24.5                 0.2            2158784             2161815                                                                         
	713           25.5                 0.1            2161816             2164847                                                                         
	714           25.5                 0.0            2164848             2167879                                                                         
	715           25.6                 0.2            2167880             2170911                                                                         
	716           25.6                 0.2            2170912             2173943                                                                         
	717           25.6                 0.0            2173944             2176975                                                                         
	718           25.7                 0.1            2176976             2180007                                                                         
	719           25.7                 0.5            2180008             2183039                                                                         
	720           25.8                 0.3            2183040             2186071                                                                         
	721           25.8                 0.1            2186072             2189103                                                                         
	722           25.8                 0.2            2189104             2192135                                                                         
	723           25.9                 0.0            2192136             2195167                                                                         
	724           25.9                 0.3            2195168             2198199                                                                         
	725           25.9                 0.2            2198200             2201231                                                                         
	726           251.0                0.3            2201232             2204263                                                                         
	727           251.0                0.2            2204264             2207295                                                                         
	728           25.0                 21.0           2207296             2210327                                                                         
	729           25.1                 6.7            2210328             2213359                                                                         
	730           25.1                 0.2            2213360             2216391                                                                         
	731           25.1                 4.6            2216392             2219423                                                                         
	732           25.2                 0.3            2219424             2222455                                                                         
	733           25.2                 0.5            2222456             2225487                                                                         
	734           25.2                 0.2            2225488             2228519                                                                         
	735           25.3                 0.2            2228520             2231551                                                                         
	736           25.3                 1.5            2231552             2234583                                                                         
	737           25.3                 0.2            2234584             2237615                                                                         
	738           25.4                 0.2            2237616             2240647                                                                         
	739           25.4                 0.2            2240648             2243679                                                                         
	740           25.4                 0.3            2243680             2246711                                                                         
	741           25.5                 0.3            2246712             2249743                                                                         
	742           26.5                 0.1            2249744             2252775                                                                         
	743           26.5                 0.5            2252776             2255807                                                                         
	744           26.6                 0.2            2255808             2258839                                                                         
	745           26.6                 1.5            2258840             2261871                                                                         
	746           26.6                 0.2            2261872             2264903                                                                         
	747           26.7                 0.5            2264904             2267935                                                                         
	748           26.7                 0.2            2267936             2270967                                                                         
	749           26.7                 0.3            2270968             2273999                                                                         
	750           26.8                 0.2            2274000             2277031                                                                         
	751           26.8                 0.3            2277032             2280063                                                                         
	752           26.9                 0.2            2280064             2283095                                                                         
	753           26.9                 0.1            2283096             2286127                                                                         
	754           26.9                 1.7            2286128             2289159                                                                         
	755           261.0                0.0            2289160             2292191                                                                         
	756           261.0                0.1            2292192             2295223                                                                         
	757           26.0                 0.3            2295224             2298255                                                                         
	758           26.1                 0.3            2298256             2301287                                                                         
	759           26.1                 0.0            2301288             2304319                                                                         
	760           26.1                 0.4            2304320             2307351                                                                         
	761           26.2                 0.2            2307352             2310383                                                                         
	762           26.2                 0.3            2310384             2313415                                                                         
	763           26.2                 0.3            2313416             2316447                                                                         
	764           26.3                 0.3            2316448             2319479                                                                         
	765           26.3                 0.2            2319480             2322511                                                                         
	766           26.3                 0.3            2322512             2325543                                                                         
	767           26.4                 0.2            2325544             2328575                                                                         
	768           26.4                 0.2            2328576             2331607                                                                         
	769           26.4                 0.1            2331608             2334639                                                                         
	770           26.5                 0.3            2334640             2337671                                                                         
	771           27.5                 0.4            2337672             2340703                                                                         
	772           27.5                 2.1            2340704             2343735                                                                         
	773           27.6                 3.4            2343736             2346767                                                                         
	774           27.6                 1.7            2346768             2349799                                                                         
	775           27.6                 0.1            2349800             2352831                                                                         
	776           27.7                 2.2            2352832             2355863                                                                         
	777           27.7                 3.2            2355864             2358895                                                                         
	778           27.7                 11.0           2358896             2361927                                                                         
	779           27.8                 3.1            2361928             2364959                                                                         
	780           27.8                 2.3            2364960             2367991                                                                         
	781           27.8                 2.3            2367992             2371023                                                                         
	782           27.9                 2.4            2371024             2374055                                                                         
	783           27.9                 1.7            2374056             2377087                                                                         
	784           271.0                3.8            2377088             2380119                                                                         
	785           271.0                1.9            2380120             2383151                                                                         
	786           27.0                 3.7            2383152             2386183                                                                         
	787           27.1                 2.6            2386184             2389215                                                                         
	788           27.1                 2.5            2389216             2392247                                                                         
	789           27.1                 2.1            2392248             2395279                                                                         
	790           27.2                 1.8            2395280             2398311                                                                         
	791           27.2                 2.5            2398312             2401343                                                                         
	792           27.2                 1.5            2401344             2404375                                                                         
	793           27.3                 2.2            2404376             2407407                                                                         
	794           27.3                 1.2            2407408             2410439                                                                         
	795           27.3                 2.7            2410440             2413471                                                                         
